(array([17986,    14,     0,     0,     0,     0,     0,     0]), 3)
(array([14974,  5259,   972,   367,   181,    40,     3,     1]), 1)
(array([2028,  189,  188,  131,  123,   55,   26,    9]), 3)
(array([14974,  5141,   958,    13,     3,     3,     0,     0]), 3)
(array([17986,  2028,    49,    37,    24,     0,     0,     0]), 3)
(array([14974,   246,    52,    37,    36,     0,     0,     0]), 3)
(array([14974,  5141,   139,   112,     8,     8,     7,     4]), 3)
(array([14974,  5141,    75,    53,     7,     0,     0,     0]), 3)
(array([143, 103,  83,  37,  27,   4,   2,   0]), 3)
(array([2028,  210,   58,   53,    4,    0,    0,    0]), 3)
(array([14974,  5141,   958,   101,    13,     0,     0,     0]), 3)
(array([14974,  5141,   958,   189,   174,    59,    40,    12]), 3)
(array([14974,  2028,   152,    58,    37,    35,    29,    21]), 3)
(array([123,  49,  13,   1,   1,   0,   0,   0]), 3)
(array([83, 37, 17,  5,  1,  0,  0,  0]), 3)
(array([14974,  5141,   356,   322,    29,    22,    11,     8]), 3)
(array([14974,  5141,   151,    53,    18,    15,    13,     4]), 3)
(array([2028,  111,   94,   55,   41,   37,   16,    7]), 3)
(array([444, 339,  57,  22,  19,   5,   0,   0]), 3)
(array([14974,  5141,   958,    13,    13,     6,     1,     0]), 3)
(array([89, 41, 37, 25,  1,  0,  0,  0]), 3)
(array([374, 184, 125,  81,  37,  28,  20,  11]), 3)
(array([14974,  5141,   958,   485,   339,   193,    15,     2]), 3)
(array([14974,  5141,  2028,   643,   105,    14,     0,     0]), 3)
(array([14974,  5141,   643,    89,     1,     0,     0,     0]), 3)
(array([184,  49,  37,  29,  24,  23,   0,   0]), 3)
(array([17986,   409,    94,    53,    50,    37,     7,     2]), 3)
(array([72, 37, 35, 27, 19, 10,  0,  0]), 3)
(array([1827,   56,   27,    4,    3,    0,    0,    0]), 3)
(array([2028,   75,   13,    1,    0,    0,    0,    0]), 3)
(array([14974,  5141,   356,   322,    35,    16,     7,     3]), 3)
(array([14974,  5141,   346,   134,    44,    32,    30,    29]), 3)
(array([27, 16, 11,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,    92,    46,     8,     6,     1,     0]), 3)
(array([17986,    37,     0,     0,     0,     0,     0,     0]), 3)
(array([14974,  5259,   702,   240,   227,   183,   154,   100]), 1)
(array([14974,  5141,   643,   184,    46,    42,    37,    11]), 3)
(array([2028,   13,    8,    0,    0,    0,    0,    0]), 3)
(array([37, 10,  2,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,   240,   227,   150,   128,   125,    67]), 3)
(array([14974,  5141,   958,   131,    87,    22,     0,     0]), 3)
(array([17986, 14974,  5141,   107,    60,    56,    34,     4]), 3)
(array([14974,  5141,   958,   189,   189,     0,     0,     0]), 3)
(array([247,  37,  30,   2,   0,   0,   0,   0]), 3)
(array([14974,  5141,   958,   138,    34,     0,     0,     0]), 3)
(array([339,  52,  36,  27,   1,   0,   0,   0]), 3)
(array([14974,   193,   147,    87,    37,    32,     0,     0]), 3)
(array([14974,  5141,   958,   485,   106,     0,     0,     0]), 3)
(array([850,  37,   7,   1,   0,   0,   0,   0]), 3)
(array([14974,  5141,   958,    11,     0,     0,     0,     0]), 3)
(array([14974,  5141,   958,   193,    61,    22,     2,     0]), 3)
(array([17986,   850,   179,   176,   133,    38,    37,     0]), 3)
(array([90, 76, 27, 22, 20,  5,  2,  0]), 3)
(array([14974,  5141,   643,   339,   115,    72,    71,     4]), 3)
(array([14974,  5141,   485,   121,    36,    36,    29,    24]), 3)
(array([374,  37,  27,  10,   5,   4,   2,   1]), 3)
(array([14974,  5259,   444,   183,   175,   115,    99,    27]), 1)
(array([2028,  224,   68,   37,   13,    3,    0,    0]), 3)
(array([17986,  2028,   178,   106,    80,    74,     0,     0]), 3)
(array([14974,  5141,   958,     8,     7,     1,     0,     0]), 3)
(array([14974,  5141,   571,   365,   346,   124,    68,    17]), 3)
(array([14974,  5141,   643,    44,    18,     5,     1,     1]), 3)
(array([2028,  138,  106,   37,   14,    7,    3,    1]), 3)
(array([17986, 14974,  5141,   958,    62,    56,    28,    12]), 3)
(array([14974,  5141,   958,   324,    27,    23,    18,     3]), 3)
(array([14974,  5141,   958,   374,    56,    46,    22,     7]), 3)
(array([2028,   37,   37,   28,   25,    4,    3,    0]), 3)
(array([27, 21,  0,  0,  0,  0,  0,  0]), 3)
(array([2028,  150,   10,    2,    0,    0,    0,    0]), 3)
(array([2028,  610,  260,   77,   73,   37,   25,    2]), 3)
(array([14974,  5141,   346,    78,    59,    56,    53,    23]), 3)
(array([2028,  134,  103,   84,   58,   37,   23,    8]), 3)
(array([14974,  5141,   958,    97,    91,     1,     0,     0]), 3)
(array([211,  92,  63,  59,  49,  37,  27,  16]), 3)
(array([2028,  367,  189,  184,   51,   37,    6,    0]), 3)
(array([643,  75,  66,  61,  37,   7,   0,   0]), 3)
(array([210, 164,  83,  53,  52,  46,  37,  27]), 3)
(array([14974,  5141,   958,    12,     0,     0,     0,     0]), 3)
(array([215, 170, 152,  56,  37,  22,   8,   5]), 3)
(array([81, 58, 37, 35, 27, 16, 13,  7]), 3)
(array([55, 44, 37, 22, 19, 16, 10,  2]), 3)
(array([89, 27, 26,  7,  6,  3,  1,  1]), 3)
(array([14974,  5141,   126,   103,    84,    23,    15,    12]), 3)
(array([37, 10,  9,  0,  0,  0,  0,  0]), 3)
(array([409,  10,   9,   1,   0,   0,   0,   0]), 3)
(array([14974,  5141,   115,    58,    54,    33,    19,    17]), 3)
(array([14974,  5141,   958,   224,     2,     1,     0,     0]), 3)
(array([29, 27,  0,  0,  0,  0,  0,  0]), 3)
(array([100,  61,  16,   7,   3,   0,   0,   0]), 3)
(array([714, 269, 266, 224, 183,  72,   0,   0]), 1)
(array([14974,  5141,   356,   215,    58,    18,    13,     0]), 3)
(array([14974,  5141,   571,     0,     0,     0,     0,     0]), 3)
(array([2028,  168,   37,   36,    6,    0,    0,    0]), 3)
(array([149,  37,   5,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,   139,   112,     7,     4,     1,     1]), 3)
(array([137,  74,  34,  29,  27,   9,   8,   3]), 3)
(array([14974,  5141,   958,    20,    17,     3,     3,     3]), 3)
(array([14974,  5141,   459,   240,   168,    58,     2,     1]), 3)
(array([972, 247, 138,  74,  59,  52,  37,  32]), 3)
(array([1091,   89,   22,    0,    0,    0,    0,    0]), 3)
(array([17986,   129,    61,    57,    37,     0,     0,     0]), 3)
(array([5141, 2028,  275,  112,   37,   19,    1,    0]), 3)
(array([86, 37, 12,  8,  5,  0,  0,  0]), 3)
(array([246, 115,  52,  37,  36,   0,   0,   0]), 3)
(array([14974,  5141,   958,    82,    58,    47,    39,    38]), 3)
(array([14974,  5141,   958,   335,   298,    89,     1,     0]), 3)
(array([14974,  5141,    67,    10,     1,     0,     0,     0]), 3)
(array([149, 106,  37,  27,  27,   6,   5,   0]), 3)
(array([14974,  5141,   958,    40,    23,     1,     0,     0]), 3)
(array([485,  61,  58,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,   141,    20,    12,    11,     6,     4]), 3)
(array([2028,   89,   24,   23,   15,    1,    0,    0]), 3)
(array([14974,  5141,   958,   135,    92,    35,     6,     2]), 3)
(array([2028,  149,  103,   44,   10,    4,    0,    0]), 3)
(array([112,  28,  27,  13,   2,   2,   1,   0]), 3)
(array([2028,  339,  211,   59,   57,   37,   36,    7]), 3)
(array([14974,  5141,   958,   339,    67,    49,    28,    13]), 3)
(array([339, 164, 149,  33,   7,   6,   0,   0]), 3)
(array([370,  63,  55,  49,  37,  27,   0,   0]), 3)
(array([5141,  129,  112,   42,   37,   16,    0,    0]), 3)
(array([17986,  2028,   485,    52,    11,     0,     0,     0]), 3)
(array([14974,  5141,   356,    54,    13,     5,     0,     0]), 3)
(array([2028,   95,   20,   15,    9,    1,    0,    0]), 3)
(array([17986,   444,    58,    37,    28,    20,    11,     0]), 3)
(array([131,  57,  36,  27,   4,   0,   0,   0]), 3)
(array([459,  52,  37,  35,  13,   3,   1,   0]), 3)
(array([2028,  176,   86,   53,   23,   10,    8,    4]), 3)
(array([63, 46, 37, 17,  6,  5,  5,  0]), 3)
(array([17986,   485,    89,    37,    14,    12,     9,     9]), 3)
(array([17986,   168,   106,    99,    61,    55,    37,    11]), 3)
(array([459, 188,  89,  37,  35,   2,   2,   0]), 3)
(array([366,  61,  57,  37,  31,  27,  26,   0]), 3)
(array([14974,  5141,   485,    65,    16,     5,     1,     1]), 3)
(array([14974,  2028,    40,    16,    13,     3,     3,     0]), 3)
(array([656, 176, 167,  50,  47,   1,   1,   0]), 1)
(array([35, 32, 27, 24,  8,  6,  5,  0]), 3)
(array([14974,  5141,  2028,    90,    54,    28,    24,    19]), 3)
(array([14974,  5141,   958,   131,   106,    73,     0,     0]), 3)
(array([17986, 14974,  5141,   643,    24,    18,    16,     2]), 3)
(array([14974,  5141,   250,   106,    46,    39,    17,    16]), 3)
(array([14974,  5141,   144,   140,    25,     9,     0,     0]), 3)
(array([14974,  5141,   132,    50,    18,     4,     0,     0]), 3)
(array([14974,  5141,   958,   605,   339,   322,   144,     3]), 3)
(array([5141,  409,   61,   22,   11,   10,    0,    0]), 3)
(array([27,  3,  0,  0,  0,  0,  0,  0]), 3)
(array([17986, 14974,  5141,   958,    20,    15,     0,     0]), 3)
(array([14974,  5141,   958,   605,   339,   322,   144,    35]), 3)
(array([14974,  5141,   958,   224,    64,    35,     5,     0]), 3)
(array([14974,  5141,   643,    49,    34,    21,    18,    14]), 3)
(array([485, 103,  68,  57,  37,  12,   0,   0]), 3)
(array([14974,  5141,   356,    60,    33,    25,    17,     3]), 3)
(array([14974,  5141,   105,    68,    22,    17,     2,     0]), 3)
(array([17986,   485,   179,    76,    65,    64,    40,    37]), 3)
(array([14974,  5141,   444,    44,    28,    26,     1,     0]), 3)
(array([2028,   22,   18,   11,    2,    0,    0,    0]), 3)
(array([14974,  5141,   643,   485,   356,   168,    37,    34]), 3)
(array([14974,  5141,   151,    18,    13,     6,     1,     0]), 3)
(array([2028,  150,   76,   59,   37,   23,   22,    4]), 3)
(array([14974,  2028,   114,    74,    68,    67,    19,     0]), 3)
(array([118, 113,  61,  37,  27,  27,  23,  12]), 3)
(array([189, 177,  58,  55,  53,  37,  26,  24]), 3)
(array([269,  57,  19,   1,   0,   0,   0,   0]), 3)
(array([14974,  5141,   643,    54,    26,     5,     2,     0]), 3)
(array([2028,  850,   73,   37,   11,    8,    7,    5]), 3)
(array([14974,  5141,   174,    49,    12,    10,     3,     1]), 3)
(array([14974,  5141,   958,   485,     1,     0,     0,     0]), 3)
(array([14974,  5141,   246,    57,    25,    15,     1,     1]), 3)
(array([17986, 14974,  5141,   247,    63,    15,     9,     5]), 3)
(array([2028,  168,   97,   12,   10,    8,    4,    3]), 3)
(array([17986,  2028,   403,   184,    60,    39,     3,     1]), 3)
(array([14974,  5141,   643,    18,     2,     0,     0,     0]), 3)
(array([248,  89,  39,  38,  37,  26,  25,  19]), 3)
(array([14974,  5141,   571,    63,    25,     4,     1,     0]), 3)
(array([444,  27,  16,  15,   9,   5,   0,   0]), 3)
(array([14974,  5141,    36,    25,     4,     1,     0,     0]), 3)
(array([37, 37,  0,  0,  0,  0,  0,  0]), 3)
(array([247,  76,  74,  37,  32,  22,  18,   3]), 3)
(array([2028,   77,   75,   37,   23,    3,    1,    0]), 3)
(array([37,  5,  5,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,   643,   339,   176,    69,    31,    28]), 3)
(array([2028,   45,   37,    9,    0,    0,    0,    0]), 3)
(array([14974,  5141,   958,   101,    35,    22,    14,     8]), 3)
(array([103,  38,  27,   6,   0,   0,   0,   0]), 3)
(array([14974,  5141,   571,   240,   227,    31,    28,    16]), 3)
(array([246,  52,  47,  37,  36,  34,   0,   0]), 3)
(array([90, 61, 37, 20, 14,  6,  6,  5]), 3)
(array([246,  55,  41,  37,  27,   6,   3,   3]), 3)
(array([14974,  5141,   958,    35,     1,     0,     0,     0]), 3)
(array([14974,  5259,   183,   115,    51,    27,    18,     0]), 1)
(array([14974,  5141,   958,   123,    42,    16,    14,     9]), 3)
(array([65, 37, 29, 27, 10,  7,  0,  0]), 3)
(array([14974,  5141,   958,   124,    77,    58,    56,     7]), 3)
(array([101,  64,  37,  27,  25,  24,   3,   3]), 3)
(array([14974,  5141,   147,   115,   106,    85,    66,     3]), 3)
(array([189, 140,  37,  14,  12,   9,   7,   5]), 3)
(array([59, 37,  4,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,    62,    19,     9,     6,     0,     0]), 3)
(array([5141,  459,   77,   71,   37,   25,   14,    0]), 3)
(array([14974,  5141,   131,   113,    49,    28,     1,     0]), 3)
(array([113,  95,  38,  37,  36,   5,   3,   0]), 3)
(array([302,  57,  57,  37,  37,   3,   1,   0]), 3)
(array([17986, 14974,  5141,    58,    43,     7,     0,     0]), 3)
(array([2028,  610,   76,   23,   18,    6,    4,    1]), 3)
(array([2028,    0,    0,    0,    0,    0,    0,    0]), 3)
(array([17986, 14974,  5141,   367,   179,   174,    61,    26]), 3)
(array([14974,  5141,    61,    31,    29,    11,    11,     2]), 3)
(array([14974,  5141,   643,   246,   111,    18,    11,    11]), 3)
