(array([17986,  2028,    46,    20,    16,     7,     5,     0]), 3)
(array([2028,  322,   76,    9,    2,    1,    1,    0]), 3)
(array([339, 335,  61,  37,  27,  16,   2,   0]), 3)
(array([14974,  5141,   105,    77,    39,    20,     1,     1]), 3)
(array([37, 15,  7,  0,  0,  0,  0,  0]), 3)
(array([311, 187,  61,  29,  27,   0,   0,   0]), 3)
(array([14974,  5141,   106,    46,    32,     5,     4,     4]), 3)
(array([14974,  5141,    64,    62,    11,     7,     0,     0]), 3)
(array([48, 27, 26, 16,  9,  7,  0,  0]), 3)
(array([367, 335, 138, 134,  80,  61,  40,  37]), 3)
(array([17986,   485,    90,    37,    29,    26,    19,    16]), 3)
(array([14974,  5141,   958,   605,   339,   322,   144,     0]), 3)
(array([14974,  5141,   958,    14,     0,     0,     0,     0]), 3)
(array([139,  87,  37,  25,  13,   9,   1,   0]), 3)
(array([14974,  5141,   127,   112,    62,    41,    35,     0]), 3)
(array([90, 67, 47, 27,  1,  0,  0,  0]), 3)
(array([210,  87,  42,  37,  21,  14,   4,   0]), 3)
(array([14974,  6169,   314,   165,   154,    91,    52,    39]), 2)
(array([61, 37, 34,  4,  0,  0,  0,  0]), 3)
(array([90, 75, 54, 46, 37, 16,  8,  5]), 3)
(array([14974,  5141,    32,     5,     5,     0,     0,     0]), 3)
(array([83, 49, 37,  4,  1,  0,  0,  0]), 3)
(array([2028,  188,   76,   61,   37,   22,    3,    0]), 3)
(array([149,  57,  37,  25,  16,   0,   0,   0]), 3)
(array([17986, 14974,  5141,   958,   850,    51,     4,     0]), 3)
(array([189, 138,  84,  37,  14,   0,   0,   0]), 3)
(array([105,  37,  13,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,   958,    20,    17,     3,     3,     3]), 3)
(array([14974,  5141,    12,     0,     0,     0,     0,     0]), 3)
(array([14974,  5141,   189,   121,   115,    66,    16,    12]), 3)
(array([850, 324,  90,  13,  10,   0,   0,   0]), 3)
(array([14974,  5141,   958,   485,   203,     0,     0,     0]), 3)
(array([61, 37, 19, 16, 13, 10,  3,  3]), 3)
(array([138,  56,  53,  50,  39,  37,  30,   3]), 3)
(array([14974,  5141,   643,   444,   250,   106,    73,    65]), 3)
(array([83, 42, 37, 27, 24,  1,  0,  0]), 3)
(array([168,  37,  34,   1,   0,   0,   0,   0]), 3)
(array([17986,   339,   101,    67,    37,    22,    14,     6]), 3)
(array([17986, 14974,  5141,   958,    13,    11,     0,     0]), 3)
(array([216,  51,  37,  27,  14,  13,   2,   0]), 3)
(array([14974,  5141,   485,   179,    65,    37,    10,     5]), 3)
(array([17986, 14974,  5141,   958,   339,   176,     5,     1]), 3)
(array([14974,  5141,   356,    31,    15,    14,     0,     0]), 3)
(array([2028,  168,   37,    1,    0,    0,    0,    0]), 3)
(array([367, 189, 123,  61,  37,  24,  17,  12]), 3)
(array([17986,  2028,   322,    43,    28,    25,    22,    14]), 3)
(array([210, 103,  36,  28,  27,  24,   0,   0]), 3)
(array([189, 140,  69,  52,  49,  36,  27,   0]), 3)
(array([106,  27,  18,  14,  13,   7,   4,   0]), 3)
(array([367, 251,  38,  37,  20,  18,  11,   8]), 3)
(array([14974,  5141,    78,    58,    49,    34,    26,    14]), 3)
(array([37, 11, 10, 10,  5,  3,  0,  0]), 3)
(array([643, 123,  37,  37,  17,   4,   3,   2]), 3)
(array([14974,  5141,   958,   113,     0,     0,     0,     0]), 3)
(array([14974,  5141,    99,    41,    34,    24,     3,     2]), 3)
(array([610, 260,  77,  45,  37,  25,   0,   0]), 3)
(array([339,  37,  17,   4,   2,   0,   0,   0]), 3)
(array([14974,   150,    13,     4,     3,     2,     0,     0]), 3)
(array([2028,  138,  106,  103,   79,   64,   59,   37]), 3)
(array([14974,  5141,   958,   335,   298,   150,    89,    22]), 3)
(array([656, 193, 183, 175,  64,   0,   0,   0]), 1)
(array([17986,   246,    52,    37,    36,     7,     0,     0]), 3)
(array([14974,  5141,    80,    58,     3,     0,     0,     0]), 3)
(array([2028,  152,   44,   37,   23,   11,    9,    8]), 3)
(array([89, 65, 40, 37,  8,  3,  0,  0]), 3)
(array([37, 27,  5,  1,  0,  0,  0,  0]), 3)
(array([14974,  5259,   702,    50,    30,     1,     0,     0]), 1)
(array([47, 37,  4,  4,  3,  2,  0,  0]), 3)
(array([17986,  2028,   179,    37,    31,    28,    16,     4]), 3)
(array([144,  75,  37,   4,   1,   0,   0,   0]), 3)
(array([14974,  6169,   643,   298,   286,    90,    56,    48]), 2)
(array([17986, 14974,  5141,   103,    29,    12,     4,     3]), 3)
(array([104,  53,  41,  37,  14,   1,   0,   0]), 3)
(array([103,  27,  12,   3,   2,   1,   1,   0]), 3)
(array([2028,  485,  189,   28,   13,    5,    0,    0]), 3)
(array([231, 109,  39,  37,  37,  34,  33,  17]), 3)
(array([14974,  5141,   111,    69,    49,    44,    27,     4]), 3)
(array([2028,  610,  123,   44,   13,    9,    2,    0]), 3)
(array([14974,  5141,   643,   556,   189,    61,     7,     4]), 3)
(array([14974,  5141,   189,   113,    50,    33,    29,    23]), 3)
(array([115,  39,  37,  10,   1,   1,   0,   0]), 3)
(array([485, 184,  61,  13,   0,   0,   0,   0]), 3)
(array([37,  0,  0,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,   958,   485,   149,   101,     0,     0]), 3)
(array([14974,  5141,   234,   177,   113,    36,    13,     8]), 3)
(array([49, 37, 29, 13,  8,  3,  2,  1]), 3)
(array([17986,   485,    87,    52,    37,    11,     0,     0]), 3)
(array([14974,  5141,   643,   246,    57,    19,    18,    12]), 3)
(array([73, 37, 27, 17,  7,  4,  3,  0]), 3)
(array([485, 103,  68,  61,  57,  12,   0,   0]), 3)
(array([367, 138,  99,  89,  37,  31,   3,   1]), 3)
(array([17986, 14974,  6169,   184,   115,    90,    17,     0]), 2)
(array([36, 36, 27,  3,  2,  1,  0,  0]), 3)
(array([30, 27, 26, 15,  6,  2,  0,  0]), 3)
(array([14974,  5141,   140,   106,    75,    59,    51,     8]), 3)
(array([14974,  5141,  2028,   106,    80,    38,    31,    29]), 3)
(array([333,  63,  61,  37,  37,  34,  12,   0]), 3)
(array([14974,  5141,   409,   365,    78,    69,    49,    19]), 3)
(array([14974,  2028,   103,    75,    37,     4,     3,     1]), 3)
(array([149,  37,  35,  30,  26,   3,   2,   1]), 3)
(array([17986, 14974,  5141,   958,    15,     0,     0,     0]), 3)
(array([14974,  5141,     6,     1,     0,     0,     0,     0]), 3)
(array([14974,  5141,   643,   137,    75,    52,    44,    18]), 3)
(array([14974,  5259,   183,   115,    86,    50,    43,    27]), 1)
(array([2028,  138,   56,   44,   42,   37,   27,   13]), 3)
(array([14974,  5259,   370,   366,   183,   115,    91,    27]), 1)
(array([2028,  150,   14,   12,   12,    0,    0,    0]), 3)
(array([374,  37,  20,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,   958,   103,    46,    36,    20,    13]), 3)
(array([2028,  127,  103,   69,   49,    1,    0,    0]), 3)
(array([14974,  5141,   111,    87,    49,    29,    24,    12]), 3)
(array([184,  37,  31,  27,  23,   0,   0,   0]), 3)
(array([14974,  5141,   958,    77,    73,    56,     7,     3]), 3)
(array([14974,  5259,   184,   183,   125,   115,    91,    84]), 1)
(array([17986, 14974,   144,    37,    17,    10,     5,     3]), 3)
(array([14974,  5141,   246,   112,    80,    14,     5,     4]), 3)
(array([643, 147, 106,  91,  75,  37,  36,  27]), 3)
(array([14974,  5141,    61,    54,     6,     2,     1,     1]), 3)
(array([14974,  5141,   958,   131,    24,     0,     0,     0]), 3)
(array([374,  22,   9,   0,   0,   0,   0,   0]), 3)
(array([356, 234,  37,  30,  27,   3,   0,   0]), 3)
(array([14974,  5141,   643,   459,   314,   137,   106,    69]), 3)
(array([14974,  5141,   811,   234,    73,     6,     0,     0]), 3)
(array([322,  76,  27,   1,   0,   0,   0,   0]), 3)
(array([14974,  5141,   246,   181,    93,    58,     3,     0]), 3)
(array([42, 37, 20, 19, 14,  4,  1,  1]), 3)
(array([17986,  2028,   168,   111,     3,     0,     0,     0]), 3)
(array([14974,  5141,   958,    99,    49,     2,     0,     0]), 3)
(array([151,  53,  37,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,    70,     4,     0,     0,     0,     0]), 3)
(array([14974,  5141,   247,   188,   135,    67,    24,    23]), 3)
(array([14974,  5141,   958,   177,    15,     4,     1,     0]), 3)
(array([17986, 14974,    87,    64,    39,    37,    13,     0]), 3)
(array([14974,  5141,   247,   164,    79,     6,     1,     0]), 3)
(array([17986, 14974,  5259,     4,     3,     0,     0,     0]), 1)
(array([164, 103,  49,  27,   3,   0,   0,   0]), 3)
(array([17986,  2028,     0,     0,     0,     0,     0,     0]), 3)
(array([17986,   179,    61,    37,    32,    28,    23,    15]), 3)
(array([14974,  5141,   958,    53,    35,    29,    23,    18]), 3)
(array([75, 46, 44, 37, 20, 18,  7,  4]), 3)
(array([14974,  5141,   958,   150,    86,    22,     0,     0]), 3)
(array([2028,  256,   53,   29,   14,   13,    8,    0]), 3)
(array([14974,    58,    37,    24,    10,     3,     2,     2]), 3)
(array([485,  61,  37,  31,   9,   2,   0,   0]), 3)
(array([170, 168, 107,  56,  46,  37,  27,   0]), 3)
(array([37, 27, 27, 24, 18,  2,  0,  0]), 3)
(array([37, 27,  0,  0,  0,  0,  0,  0]), 3)
(array([14974,  5141,   247,    83,    44,    26,    26,     6]), 3)
(array([105,  37,  27,  12,  11,   5,   2,   1]), 3)
(array([14974,  5141,   170,    56,    11,     9,     0,     0]), 3)
(array([2028,  227,    0,    0,    0,    0,    0,    0]), 3)
(array([143,  59,  27,  24,  17,   0,   0,   0]), 3)
(array([14974,  5141,   958,   374,   224,   184,     2,     2]), 3)
(array([14974,  5141,   958,    51,    51,    29,    17,     0]), 3)
(array([643, 193,  90,  63,  37,  31,  29,  27]), 3)
(array([17986, 14974,  5141,   958,   485,    13,     2,     0]), 3)
(array([2028,  444,  356,  101,   75,   61,   37,   32]), 3)
(array([14974,  2028,   189,   177,    66,    37,     9,     0]), 3)
(array([252, 121,  27,  17,  14,   4,   2,   0]), 3)
(array([2028,  339,   75,   42,   22,    5,    0,    0]), 3)
(array([17986, 14974,  5141,   184,    18,    14,     1,     1]), 3)
(array([14974,  5141,   107,   106,    79,    69,    38,    21]), 3)
(array([275, 159,  37,  29,  27,  18,  17,   3]), 3)
(array([14974,  6169,   107,    99,    30,    23,     4,     1]), 2)
(array([245, 234, 129,  37,  33,  16,   7,   2]), 3)
(array([339,  62,  37,  35,  22,  11,   8,   0]), 3)
(array([14974,  5259,   240,   154,   105,    73,    51,    31]), 1)
(array([58, 37,  1,  0,  0,  0,  0,  0]), 3)
(array([38, 37, 21, 19, 18, 13,  2,  0]), 3)
(array([69, 67, 37,  3,  1,  0,  0,  0]), 3)
(array([2028,  103,   90,   16,    3,    1,    0,    0]), 3)
(array([14974,  5141,   643,    56,    25,    11,     4,     3]), 3)
(array([14974,  5141,   176,   125,   103,    96,    57,    50]), 3)
(array([14974,  5141,   116,    90,    34,     7,     5,     2]), 3)
(array([190, 152, 133, 121, 110,  79,  39,  38]), 3)
(array([14974,  5141,   958,   324,     3,     3,     0,     0]), 3)
(array([101,  67,  37,  27,   0,   0,   0,   0]), 3)
(array([14974,  5141,     9,     7,     3,     0,     0,     0]), 3)
(array([17986,  2028,   356,    83,    52,    40,    37,    34]), 3)
(array([17986, 14974,  5141,   643,    44,    24,    18,     2]), 3)
(array([136,  37,  16,  11,   0,   0,   0,   0]), 3)
(array([2028,  188,  105,   47,   37,    0,    0,    0]), 3)
(array([14974,  5141,   370,   163,    32,    19,     5,     2]), 3)
(array([14974,  5141,   246,    69,    44,    14,     8,     7]), 3)
(array([14974,  5141,   958,   131,    52,    15,     0,     0]), 3)
(array([14974,  5259,   459,   244,   112,    51,    41,     2]), 1)
(array([18774, 14974,   850,   485,   210,   179,   118,    37]), 3)
(array([58, 55, 37, 31, 16, 16,  1,  0]), 3)
(array([101,  37,  22,  18,  13,   1,   0,   0]), 3)
(array([210, 138, 125, 103,  50,  43,  37,  35]), 3)
(array([14974,    37,    28,     9,     5,     0,     0,     0]), 3)
(array([958,  37,   0,   0,   0,   0,   0,   0]), 3)
(array([14974,    37,    27,     4,     0,     0,     0,     0]), 3)
(array([52, 37, 27, 13, 11,  2,  0,  0]), 3)
(array([17986, 14974,  5141,   111,    74,     0,     0,     0]), 3)
(array([2028,  189,   89,   55,   37,   18,    5,    4]), 3)
(array([1827,   59,   37,   27,    2,    0,    0,    0]), 3)
(array([367,  37,  26,  18,   0,   0,   0,   0]), 3)
(array([140,  37,  23,   0,   0,   0,   0,   0]), 3)
(array([14974,  5141,    32,    16,    16,     0,     0,     0]), 3)
(array([2028,  850,  339,   75,   43,   42,   37,   15]), 3)
(array([14974,  5141,   485,   149,    31,    26,     0,     0]), 3)
(array([14974,  2028,   485,   339,   131,    96,    37,     7]), 3)
(array([14974,  5141,   240,   227,   128,    19,     0,     0]), 3)
(array([48, 37, 20, 19, 16, 12,  3,  0]), 3)
(array([14974,  5141,   643,   189,    23,    22,    16,     0]), 3)
(array([14974,  5141,   643,   370,    87,    76,     5,     0]), 3)
(array([14974,  5141,    87,    58,     6,     2,     2,     0]), 3)
(array([370,  46,  37,  17,   2,   0,   0,   0]), 3)
(array([17986, 14974,  5141,   111,    55,    52,     2,     1]), 3)
(array([275, 105,  76,  37,  34,  26,   5,   2]), 3)
(array([60, 27, 12,  5,  0,  0,  0,  0]), 3)
(array([131,  75,  39,  27,   0,   0,   0,   0]), 3)
(array([144,  74,  27,  14,  13,  12,   2,   2]), 3)
(array([17986, 14974,  5141,   958,   339,   126,    35,     1]), 3)
(array([14974,  5259,   176,   168,    63,     4,     1,     0]), 1)
(array([37, 26, 17, 10,  6,  6,  5,  4]), 3)
(array([14974,  5141,   958,   189,    61,    12,     6,     3]), 3)
(array([2028,  248,  105,   66,   63,   37,   30,   24]), 3)
(array([2028,  215,   15,   13,    0,    0,    0,    0]), 3)
(array([14974,  5141,   322,   111,    80,    75,    31,     8]), 3)
(array([2028,   51,   50,   37,   33,   15,    5,    0]), 3)
(array([2028,  156,  138,    5,    3,    0,    0,    0]), 3)
(array([14974,  5141,   122,    63,    24,    17,     0,     0]), 3)
(array([14974,  5259,    77,    38,    29,    23,     2,     0]), 1)
(array([68, 37, 27, 26, 19,  5,  0,  0]), 3)
(array([2028,  850,   37,    0,    0,    0,    0,    0]), 3)
(array([356, 339, 286,  37,  18,  15,   9,   0]), 3)
